id,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.2153E+18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.2153E+18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.2153E+18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.21528E+18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.21527E+18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.21524E+18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.21522E+18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.2152E+18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.21517E+18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.21517E+18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.21514E+18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.21513E+18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.21512E+18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.21512E+18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.21507E+18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.21506E+18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.21505E+18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.21505E+18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.21505E+18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.21503E+18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.21503E+18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.21502E+18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.21501E+18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.215E+18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.215E+18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.215E+18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.21499E+18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.21498E+18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.21498E+18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.21496E+18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.21495E+18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.21492E+18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.2149E+18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.2149E+18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.21477E+18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.21476E+18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.21475E+18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.21475E+18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.21475E+18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.21474E+18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.21473E+18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.21472E+18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
