filename,nwords,negative_adjectives_component,social_order_component,action_component,positive_adjectives_component,joy_component,affect_friends_and_family_component,fear_and_digust_component,politeness_component,polarity_nouns_component,polarity_verbs_component,virtue_adverbs_component,positive_nouns_component,respect_component,trust_verbs_component,failure_component,well_being_component,economy_component,certainty_component,positive_verbs_component,objects_component
202003.txt, 3278, -0.6406846500675809,0.1979980865468201,0.719009287604886,-0.1514124790378587,0.4636511569628975,0.1515501814570967,0.15731545980439998,0.10112038060503917,0.18714851427469362,0.18393618957345959,0.2401613974960765,-0.35456444478340454,0.022295369316277992,0.08742931884049836,0.04886610921599873,0.060097477143272626,0.31928310953398403,0.12042770037650023,-0.5500909090909091,0.09109249950333675
202004.txt, 4306, -1.315340682724984,0.20806816599850225,0.909924765355995,0.3719985391484646,0.06620937711178639,0.046124854712876154,0.059846474266424664,0.057950535229566225,0.3062509870901607,0.5932340428571428,0.010603929154527158,-0.24877420211001267,0.07509238507937252,0.05226853558282384,0.027343758409745383,0.019798549397254388,0.08323036884978924,0.05721558749968296,0.20423649171698408,0.05758192524269473
202005.txt, 1156, 0.6011233583270338,0.2548562972652284,0.6633427617332652,-0.28043804841345,0.32802690653367245,0.14611843600338312,0.14254839124130464,0.1942491319444445,0.07507001659933092,0.17992649206349212,0.0005520833333333334,-0.47576824473104745,0.031911601248707545,0.26961148961332787,0.038057833466188386,0.07138012826521685,0.3880884560628375,0.08478842752965537,-0.48004440599769327,0.06362057553319891
202006.txt, 513, -0.3578656378247239,0.14966868614534393,0.9155863263518356,-0.12353391208486962,0.30072155852603266,0.23065838209918516,0.15118741129540209,0.11304974724264705,0.19064852802970794,0.8855677916666669,0.23375053879310345,-0.17484405458089664,0.017707304548078943,0.25211029638183224,0.03458520612672878,0.06610904913101603,0.4560471551875347,0.06295071231617647,0.7681961313540262,0.10209466214176988
202007.txt, 431, -0.6689128756295686,0.4446738867903955,0.5624429960135229,-0.13588337566504577,0.5477872078315863,0.15341641790242394,0.15322108160055914,0.10796258700696056,0.4676879845350435,0.49113360000000006,0.03180127610208817,0.47329270033910414,0.10149012806224568,0.06870892469456986,0.018909866878064105,0.05818616641873722,0.40084669496664643,0.08522186690189452,0.010457076566125295,0.06364630831832963
202008.txt, 772, 1.2204140426492323,0.27416506793971424,0.5311965962570669,-0.2487413539547643,0.29691588710006733,0.12152946959603063,0.36633805435679867,0.10990690003791231,-0.2615228142709059,0.24682818918918914,0.5092729938943644,-0.17453367875647663,0.053693581440426644,0.2411640698226311,0.023567936712231494,0.21272115178828754,0.14477759458521347,0.13257225244194887,0.7215474956822107,0.1337073034427019
202009.txt, 265, 0.15068905129802249,0.15075352621988888,0.5913791764306704,-0.2648535498259663,0.38978028177297475,0.07181129320078541,0.14125207102910825,0.21479584905660382,0.1891940967091295,0.8969852500000001,0.15360000000000001,-0.8699132075471698,0.01814746768407905,0.09204630845326045,0.045650529363858466,0.07806900132195649,0.2419900912112667,0.0820154716981132,-0.28318867924528296,0.07046362926859377
202010.txt, 103, -0.16654058557080686,0.2049084179593051,0.7236805974035636,-0.08796581203734705,0.146227969348659,0.12005736118417905,0.3652564997263273,0.06986707855251545,-0.0750179761904762,0.153862,0.0,-0.2937249190938511,0.06055686745739475,0.14128642636610497,0.10856321839080459,0.13879355062413315,0.21345498084291187,0.06263936451897617,-0.872,0.04181168994213018
202011.txt, 303, -0.9831285904752183,0.26257661661315845,0.6449902553364838,-0.147878306405751,0.5955350073637701,0.165387151420207,0.2534315588042616,0.11607673267326733,0.319116862018364,0.2836922,0.33220000000000005,-0.5264257425742574,0.049037627238743595,0.15562880840026905,0.022468675654242664,0.08591734825656477,0.4145064432989691,0.17797327450136316,-0.872,0.16064779405999766
202012.txt, 9, 0.723,0.0,1.0775555555555556,-0.3984444444444445,0.0,0.0,0.38855555555555554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06355555555555555,0.12794444444444444,0.0,0.0
