filename,nwords,negative_adjectives_component,social_order_component,action_component,positive_adjectives_component,joy_component,affect_friends_and_family_component,fear_and_digust_component,politeness_component,polarity_nouns_component,polarity_verbs_component,virtue_adverbs_component,positive_nouns_component,respect_component,trust_verbs_component,failure_component,well_being_component,economy_component,certainty_component,positive_verbs_component,objects_component
202003.txt, 4180, -0.4137168466228711,0.25036443386383855,0.7829496635668283,-0.1044273866362338,0.41363965107117284,0.213033983370783,0.16042503701788402,0.19623080509351673,0.3156586381725361,0.43440485714285737,0.12435077415274785,-0.08358999883300271,0.03710808946641511,0.14251807735514566,0.08700950206675126,0.05506029208585561,0.2813789507269079,0.09401281592643579,-0.10978563768355064,0.06753484729192172
202004.txt, 3334, 0.5972853364347468,0.27082592855526805,0.6755181845168198,-0.06755403035328039,0.5509499445200721,0.2190554423733232,0.203484533820442,0.1715028123269665,0.17486368397424656,0.18614518048780482,0.14953321763061966,-0.10116086782643471,0.04107261683733047,0.11439282208215575,0.06279751903067993,0.08622332882146327,0.23549367622910528,0.08130557210161381,-0.24327753159045612,0.08251187492436277
202005.txt, 1702, 0.5650038592784179,0.2550521161267501,0.607561910329771,-0.053161639094269623,0.2705719591812388,0.2096952137187785,0.22525253028187295,0.15199552115833975,0.23157956284829986,-0.020628189999999977,0.20296203590592016,-0.14096239717978845,0.04653910050985351,0.14431757643442644,0.0738095996370363,0.10500640612200993,0.26333239342185283,0.08355529972806638,-0.09368287309048177,0.07413413652138344
202006.txt, 1213, 0.7539799853027991,0.19263413812166363,0.6822481831508647,-0.2251591806739364,0.3454909982797132,0.15937455478081353,0.1910972783201855,0.2067769025659522,0.1507043091712892,0.09279423333333334,0.08812123596838513,-0.3243238723354141,0.02446549679856252,0.10898252962981855,0.042472223799663984,0.05745366326974085,0.29629095686501294,0.07400727366440955,-0.34091492168178067,0.06857847958000586
202007.txt, 1415, 0.1843399574860837,0.24861322988151982,0.6503442791824467,-0.1097521149601567,0.3361906698765278,0.18033225174285833,0.18122721505412315,0.14116410869430085,0.19871489477780266,0.0846731604938272,0.20770421677812034,-0.2678052354510708,0.03845982336332977,0.18668745227970363,0.08632663743462526,0.11520222653969628,0.24705733727113277,0.07610171520875103,0.01489752650176679,0.1014537140631155
202008.txt, 1159, -0.5860477117362897,0.27970783998118887,0.5795299475535787,-0.19140148675488408,0.16551625499350534,0.18788915870754852,0.16432180813137814,0.1962205247931787,0.44390521459881854,0.04938958620689659,0.001097497842968076,0.13992014188476656,0.02707814591336316,0.10106346511542283,0.05820072004862333,0.0736375759904715,0.3301518454525402,0.07658006724534665,-0.11471465549118702,0.07006340944254
202009.txt, 689, 0.5289470767421216,0.2030961952493071,0.7670595774134883,-0.04424075600517342,0.2268576301195168,0.1857736976913672,0.19556594538720357,0.09838340662435283,0.33848182465986654,0.18972127272727274,0.09010356450272416,-0.25401994475396783,0.04330987509083509,0.08215471196119324,0.0499236388813452,0.07277399642932952,0.16306842000704924,0.07512496130382677,-0.07116850507982586,0.09295650781468831
202010.txt, 1556, 0.7138879610163205,0.2465978361393356,0.6903134627514601,-0.0898535127406825,0.4259773103554491,0.20377668822238798,0.245118890852738,0.21441352656302265,0.15562009173590957,-0.055654499999999996,0.11197767590302898,-0.09867967315460897,0.032074946172841304,0.08087667806559218,0.05618169830212272,0.09246113697935456,0.2142067029035747,0.07563508517720682,-0.07228174807197946,0.08504721687542671
202011.txt, 1219, 0.8276993318956483,0.21622022296653684,0.8096340576518304,-0.05701657642372164,0.43152196553396177,0.1942985825678507,0.23059445483298702,0.21597128516010622,0.20447389648069167,0.13108919444444445,0.09216224538802723,-0.19395442530307175,0.012124394092122003,0.12635592175637372,0.07738341170826675,0.09045039353349547,0.281253800841081,0.08850757542429558,0.016167350287120595,0.09315131359554801
202012.txt, 80, 0.348425335897436,0.22593055555555555,0.5968955882352941,0.29551064102564095,1.014091452991453,0.6616511026570049,0.12675222476481057,0.2512236111111111,1.218106767470516,0.840176,0.0,0.8835125,0.024027777777777776,0.14080175438596493,0.3011081441348469,0.07756304347826087,0.162008547008547,0.057937499999999996,0.8953125,0.11253478260869564
