web-scraper-order,web-scraper-start-url,fact_checked organization,date,title,link,link-href,external link,external link-href
"1625072256-1109","https://www.poynter.org/ifcn-covid-19-misinformation/page/55/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: LeadStories","2020/04/09 | United States","FALSE: CDC admitted to lying about COVID-19 death stats.","FALSE: CDC admitted to lying about COVID-19 death stats.","https://www.poynter.org/?ifcn_misinformation=cdc-admitted-to-lying-about-covid-19-death-stats","Read the Full Article (LeadStories)","https://leadstories.com/hoax-alert/2020/04/fact-check-cdc-did-not-confess-to-lying-about-covid-19-death-numbers.html"
"1625074340-1784","https://www.poynter.org/ifcn-covid-19-misinformation/page/10/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: PolitiFact","2021/04/01 | United States","FALSE: “6000% Increase in Reported Vaccine Deaths 1st Quarter 2021 Compared to 1st Quarter 2020”","FALSE: “6000% Increase in Reported Vaccine Deaths 1st Quarter 2021 Compared to 1st Quarter 2020”","https://www.poynter.org/?ifcn_misinformation=6000-increase-in-reported-vaccine-deaths-1st-quarter-2021-compared-to-1st-quarter-2020","Read the Full Article (PolitiFact)","https://www.politifact.com/factchecks/2021/apr/06/instagram-posts/covid-19-vaccines-have-not-led-6000-increase-patie/"
"1625073511-1481","https://www.poynter.org/ifcn-covid-19-misinformation/page/30/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: Myth Detector","2020/07/06 | Georgia, United States","FALSE: US builds biological labs only on the territories of other countries.","FALSE: US builds biological labs only on the territories of other countries.","https://www.poynter.org/?ifcn_misinformation=us-builds-biological-labs-only-on-the-territories-of-other-countries","Read the Full Article (Myth Detector)","http://mythdetector.ge/en/myth/who-voices-disinformation-about-lugar-lab-south-ossetian-tv-channels-propaganda-film"
"1625070842-650","https://www.poynter.org/ifcn-covid-19-misinformation/page/86/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: PolitiFact","2020/01/30 | United States","False: “Cocaine kills coronavirus, scientists are shocked to discover that this drug can fight the virus.”","False: “Cocaine kills coronavirus, scientists are shocked to discover that this drug can fight the virus.”","https://www.poynter.org/?ifcn_misinformation=cocaine-kills-coronavirus-scientists-are-shocked-to-discover-that-this-drug-can-fight-the-virus-2","Read the Full Article (PolitiFact)","https://www.politifact.com/factchecks/2020/feb/11/facebook-posts/cocaine-not-shown-treat-novel-coronavirus/"
"1625073913-1607","https://www.poynter.org/ifcn-covid-19-misinformation/page/22/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: PolitiFact","2020/12/06 | United States","FALSE: 21% of people are having serious adverse events from (the Moderna) vaccine.","FALSE: 21% of people are having serious adverse events from (the Moderna) vaccine.","https://www.poynter.org/?ifcn_misinformation=21-of-people-are-having-serious-adverse-events-from-the-moderna-vaccine","Read the Full Article (PolitiFact)","https://www.politifact.com/factchecks/2020/dec/18/blog-posting/video-shared-facebook-inflates-risk-moderna-vaccin/"
"1625073624-1515","https://www.poynter.org/ifcn-covid-19-misinformation/page/28/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: AFP","2020/08/05 | United States","FALSE: An image appearing to be an publication by the World Health Organization (WHO) shows that the global health body does not recommend mask-wearing during the COVID-19 pandemic.","FALSE: An image appearing to be an publication by the World Health Organization (WHO) shows that the global health body does not recommend mask-wearing during the COVID-19 pandemic.","https://www.poynter.org/?ifcn_misinformation=an-image-appearing-to-be-an-publication-by-the-world-health-organization-who-shows-that-the-global-health-body-does-not-recommend-mask-wearing-during-the-covid-19-pandemic","Read the Full Article (AFP)","https://factcheck.afp.com/fake-who-document-shared-anti-mask-posts"
"1625073085-1360","https://www.poynter.org/ifcn-covid-19-misinformation/page/39/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: AFP","2020/05/11 | United States","FALSE: “Plandemic” — a slickly-edited, 26-minute interview with a discredited researcher — has been widely shared on social media.","FALSE: “Plandemic” — a slickly-edited, 26-minute interview with a discredited researcher — has been widely shared on social media.","https://www.poynter.org/?ifcn_misinformation=plandemic-a-slickly-edited-26-minute-interview-with-a-discredited-researcher-has-been-widely-shared-on-social-media","Read the Full Article (AFP)","https://factcheck.afp.com/plandemic-video-peddles-falsehoods-about-covid-19"
"1625074347-1787","https://www.poynter.org/ifcn-covid-19-misinformation/page/10/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: AFP","2021/04/02 | United States","FALSE: The number of “vaccine related deaths” in the United States in 2021 surpasses that of the past decade, as a national Covid-19 inoculation campaign accelerates","FALSE: The number of “vaccine related deaths” in the United States in 2021 surpasses that of the past decade, as a national Covid-19 inoculation campaign accelerates","https://www.poynter.org/?ifcn_misinformation=the-number-of-vaccine-related-deaths-in-the-united-states-in-2021-surpasses-that-of-the-past-decade-as-a-national-covid-19-inoculation-campaign-accelerates","Read the Full Article (AFP)","https://factcheck.afp.com/article-misrepresents-us-data-deaths-after-vaccinations"
"1625073646-1522","https://www.poynter.org/ifcn-covid-19-misinformation/page/28/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: Science Feedback","2020/08/17 | United States","FALSE: Our chance of not dying from COVID-19 is 99.96%","FALSE: Our chance of not dying from COVID-19 is 99.96%","https://www.poynter.org/?ifcn_misinformation=our-chance-of-not-dying-from-covid-19-is-99-96","Read the Full Article (Science Feedback)","https://healthfeedback.org/claimreview/current-covid-19-mortality-rate-does-not-predict-the-future-probability-of-dying-from-the-disease/"
"1625070875-664","https://www.poynter.org/ifcn-covid-19-misinformation/page/85/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: PolitiFact","2020/02/03 | United States","False: “The coronavirus was engineered by scientists in a lab.”","False: “The coronavirus was engineered by scientists in a lab.”","https://www.poynter.org/?ifcn_misinformation=the-coronavirus-was-engineered-by-scientists-in-a-lab","Read the Full Article (PolitiFact)","https://www.politifact.com/factchecks/2020/feb/10/naturalnewscom/health-misinformation-site-promotes-conspiracy-abo/"
"1625073729-1547","https://www.poynter.org/ifcn-covid-19-misinformation/page/26/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: PolitiFact","2020/09/15 | United States","FALSE: Dr. Li-Meng Yan claims that “This virus, COVID-19 SARS-CoV-2 virus, actually is not from nature. It is a man-made virus created in the lab.”","FALSE: Dr. Li-Meng Yan claims that “This virus, COVID-19 SARS-CoV-2 virus, actually is not from nature. It is a man-made virus created in the lab.”","https://www.poynter.org/?ifcn_misinformation=dr-li-meng-yan-claims-that-this-virus-covid-19-sars-cov-2-virus-actually-is-not-from-nature-it-is-a-man-made-virus-created-in-the-lab","Read the Full Article (PolitiFact)","https://www.politifact.com/factchecks/2020/sep/16/li-meng-yan/tucker-carlson-guest-airs-debunked-conspiracy-theo/"
"1625073880-1593","https://www.poynter.org/ifcn-covid-19-misinformation/page/23/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: FactCheck.org","2020/11/19 | United States","FALSE: The total number of deaths in the U.S. this year is significantly down compared to previous years, so COVID-19 restrictions weren’t needed.","FALSE: The total number of deaths in the U.S. this year is significantly down compared to previous years, so COVID-19 restrictions weren’t needed.","https://www.poynter.org/?ifcn_misinformation=the-total-number-of-deaths-in-the-u-s-this-year-is-significantly-down-compared-to-previous-years-so-covid-19-restrictions-werent-needed","Read the Full Article (FactCheck.org)","https://www.factcheck.org/2020/11/meme-distorts-facts-on-annual-death-statistics/"
"1625071901-1005","https://www.poynter.org/ifcn-covid-19-misinformation/page/62/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: Maldita.es","2020/03/30 | Spain, United States","False: A link offering registration for United States humanitarian aid to other countries for the coronavirus","False: A link offering registration for United States humanitarian aid to other countries for the coronavirus","https://www.poynter.org/?ifcn_misinformation=a-link-offering-registration-for-united-states-humanitarian-aid-to-other-countries-for-the-coronavirus","Read the Full Article (Maldita.es)","https://maldita.es/malditobulo/2020/03/30/solicitar-bono-ayuda-economica-alimentaria-estados-unidos/"
"1625071340-838","https://www.poynter.org/ifcn-covid-19-misinformation/page/73/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: AFP","2020/03/15 | France, United States","False: A video showing a man infected with coronavirus and touching pieces of bread in a supermarket in Europe.","False: A video showing a man infected with coronavirus and touching pieces of bread in a supermarket in Europe.","https://www.poynter.org/?ifcn_misinformation=a-video-showing-a-man-infected-with-coronavirus-and-touching-pieces-of-bread-in-a-supermarket-in-europe","Read the Full Article (AFP)","https://factuel.afp.com/coronavirus-non-cette-video-ne-montre-pas-un-malade-manipuler-des-pains-dans-un-supermarche-avant-de"
"1625073833-1578","https://www.poynter.org/ifcn-covid-19-misinformation/page/24/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: VoxCheck","2020/10/24 | Ukraine, United States","FALSE: Children of U.S. vaccinated veterans were born with a disabilities.","FALSE: Children of U.S. vaccinated veterans were born with a disabilities.","https://www.poynter.org/?ifcn_misinformation=children-of-u-s-vaccinated-veterans-were-born-with-a-disabilities","Read the Full Article (VoxCheck)","https://voxukraine.org/uk/fejk-u-veteraniv-armiyi-ssha-yaki-buli-vaktsinovani-vid-malyariyi-narodzhuvalisya-diti-z-invalidnistyu/"
"1625070865-659","https://www.poynter.org/ifcn-covid-19-misinformation/page/85/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: Science Feedback","2020/02/01 | United States","False: The novel coronavirus is not a new virus.","False: The novel coronavirus is not a new virus.","https://www.poynter.org/?ifcn_misinformation=the-novel-coronavirus-is-not-a-new-virus","Read the Full Article (Science Feedback)","https://healthfeedback.org/claimreview/the-2019-coronavirus-outbreak-is-caused-by-a-novel-virus-past-mentions-of-coronaviruses-refer-to-different-strains/"
"1625071822-982","https://www.poynter.org/ifcn-covid-19-misinformation/page/64/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: FactCheck.org","2020/03/27 | United States","False: “Mainstream media” used a photo from a 2017 movie as an image for Italy’s coronavirus morgue.","False: “Mainstream media” used a photo from a 2017 movie as an image for Italy’s coronavirus morgue.","https://www.poynter.org/?ifcn_misinformation=mainstream-media-used-a-photo-from-a-2017-movie-as-an-image-for-italys-coronavirus-morgue","Read the Full Article (FactCheck.org)","https://www.factcheck.org/2020/04/baseless-attack-on-news-media-over-photo-of-coffins/"
"1625074188-1723","https://www.poynter.org/ifcn-covid-19-misinformation/page/14/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: VoxCheck","2021/03/05 | Ukraine, United States","FALSE: Kennedy Jr. won the anti-vaccination case in the Supreme Court against Gates and medical corporations.","FALSE: Kennedy Jr. won the anti-vaccination case in the Supreme Court against Gates and medical corporations.","https://www.poynter.org/?ifcn_misinformation=kennedy-jr-won-the-anti-vaccination-case-in-the-supreme-court-against-gates-and-medical-corporations","Read the Full Article (VoxCheck)","https://voxukraine.org/uk/konspirologiya-kennedi-molodshij-vigrav-u-verhovnomu-sudi-ssha-proti-gejtsa-i-medkorporatsiyi/"
